nct_id,title,conditions,phase,modality
NCT06979531,"A Phase 2b, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study to Assess the Efficacy, Safety, and Tolerability of IMVT-1402 in Adult Participants With Primary Sjogren's Disease With Moderate to Severe Systemic Disease Activity",Primary Sjögren's Syndrome,PHASE2,small_molecule
NCT06537999,"A Phase 2, Randomized, Double-Blinded, Placebo-Controlled, Study to Evaluate Safety, Tolerability, Pharmacometrics, and Efficacy of DNTH103 in Adults With Multifocal Motor Neuropathy (MOMENTUM)",Multifocal Motor Neuropathy,PHASE2,small_molecule
NCT05237687,Sirolimus in Older Adults- Randomized Trial Assessing the Improvement in Phenotypic/Functional Biomarkers of Aging,Aging,PHASE2,small_molecule
NCT06529497,Efficacy of Racecadotril in Addition to Standard Treatment i in Decreasing the Duration of Acute Diarrhoea in Children as Compared to Standard of Treatment Alone,Diarrhoea,PHASE1,small_molecule
NCT06765031,The Role of Furosemide Stress Test in Predicting Acute Kidney Injury Progression and Need for Renal Replacement Therapy in Patients Followed in the Intensive Care Clinic,Akut Kidney Injury,NA,small_molecule
NCT05830630,The Preventive Value of Continuous Perineural Methylene Blue Infusion in Patients Undergoing Lower Limb Amputation Surgery,Perineural | Methylene Blue | Lower Limb Amputation,NA,small_molecule
NCT07408011,Interest of Cryotherapy in Reducing Pain During Radial Arterial Blood Sampling,Chronic Respiratory Diseases,PHASE3,small_molecule
NCT06228365,Efficacy of Digital Sedation Compared With Neuroleptanalgesia in Percutaneous Outpatient Surgery for Superficial Venous Insufficiency,Superficial Venous Insufficiency,NA,small_molecule
NCT07369232,Cerebral Hemodynamic Effects of Oxygen and Antioxidants,Oxygen | Hyperoxemia | Antioxidant | Cerebral Autoregulation | Oxidative Stress,NA,small_molecule
NCT03734731,Clinical Trial Policy Study for the Objective Comparison of Cannabis Vs Opioids (CVO) Pain Management and Therapy Types for Circulatory and Chronic Pain Issues,Chronic Pain | Circulatory Disorders,NA,small_molecule
NCT05418244,"Inhaled Isopropyl Alcohol for the Treatment of Nausea in a Pediatric Emergency Department: A Open Label, Randomized Controlled Clinical Trial","Vomiting | Nausea | Children, Only",PHASE2,small_molecule
NCT06722664,"A Phase 2 , Randomized, Placebo-Controlled, Double-Blind Study to Evaluate the Safety and Efficacy of Using Premedication With OsrhCT and Dimethicone Emulsion During Upper Gastrointestinal Endoscopy Examination.",Gastric Mucosal Lesion,PHASE2,small_molecule
NCT04882202,Effect of Acetaminophen on the Incidence of Acute Kidney Injury in Patients Undergoing Aortic Surgery With Moderate Hypothermic Circulatory Arrest,Aortic Surgery,NA,small_molecule
NCT06112028,Clinical Study of Tongxinluo Capsule in Preventing and Treating Restenosis After Intracranial and External Arterial Stenting,Stent Restenosis,PHASE4,small_molecule
NCT05936528,The Effect of Lactoferrin in Improving Clinical Outcomes in ICU Patients,Critical Illness,PHASE4,biologic
NCT06999057,Quadriceps Motor Unit Adaptation to Simulated Knee Injury,Muscle Inhibition | Knee Injury Simulation,NA,small_molecule
NCT05774704,Curcumin and Retinal Amyloid-beta Pilot Study,Bioavailability | Gut Microbiome | Safety,PHASE1,small_molecule
NCT07070739,"A Multicenter, Open-label Study to Evaluate the Long-term Safety and Efficacy of HSK44459 Tablets for the Treatment of Patients With Bechet's Disease",Bechet's Disease,PHASE2,small_molecule
NCT06197763,Impact of Therapy Using Colesevelam Treatment Reducing Bile Acids in Patients With Fontan Circulation (MYSTIC) Pilot Study.,Fontan Circulation,PHASE1,small_molecule
NCT04962776,A Randomised Controlled Study of Preoperative Coadministration of Low-concentration Carbohydrate and Nitrates Loading vs Low- Concentration Carbohydrate Loading Alone in Patients Undergoing Open Gynecological Surgeries,Length of Hospital Stay,PHASE4,small_molecule
NCT06961747,"An Open-Label, Repeated-Dose Assessment of Zilucoplan Concentration in Breast Milk of Healthy Lactating Women",Healthy Participants,PHASE1,small_molecule
NCT05874674,The Safety of Nafamostat Mesylate for Patients With High Risk Bleeding Diathesis Undergoing Hemodialysis: A Pilot Study,Dialysis; Complications | Bleeding,NA,small_molecule
NCT06524518,Xuanwu Hospital Capital Medical University,DFS,PHASE2,small_molecule
NCT06100510,PFA 100 Evaluation and Reference Interval HOACNY,Effect of Drug,PHASE4,small_molecule
NCT06066606,"Physiological Response to U-LABA/ICS With Emphasis on Exercise Performance, Vilanterol",Exercise Performance,NA,small_molecule
NCT07116304,Comparative Efficacy of Intravenous Parecoxib Versus Lidocaine in Reducing Propofol Injection Pain: A Randomized Controlled Trial,Preventing Propofol Pain on Injection,NA,small_molecule
NCT05157126,"A Masked, Randomized Controlled Trial Evaluating Locally-applied Gentamicin Versus Saline in Open Tibia Fractures",Fracture Open Tibia,PHASE4,small_molecule
NCT06678685,An Exploratory Study of Spironolactone Tablets for the Treatment of Children With NCOR Mutations,NCOR Gene Mutations | Spironolactone | ASD,PHASE2,small_molecule
NCT07028710,Evolution of Luteal Progesteronemia in a Modified Natural Cycle (Ovulation Triggered by hCG): Pilot Study,Luteal Phase Insufficiency,NA,small_molecule
NCT07063680,"Efficacy of Early Argipressin (Arginine Vasopressin) in the Management of Intensive Care Patients With Norepinephrine-refractory Vasoplegic Shock: a Multicentric Randomized, Double-blind Placebo-controlled Superiority Trial",Patients With Norepinephrine-refractory Vasoplegic Shock,PHASE3,small_molecule
NCT07392229,"Zanubrutinib, a Second Generation BTK Inhibitor, in Anti-MAG Antibody Neuropathy: a Phase II Italian Multicenter Clinical Trial (MAZINGA)",Anti-MAG IgM-associated Demyelinating Polyneuropathy,PHASE2,monoclonal_antibody
NCT05007561,Understanding How Opioids Affect the Experiential and Neural Signatures of Social Experiences,Naltrexone | Placebo,EARLY_PHASE1,small_molecule
NCT04750122,Neoadjuvant Therapy Study Guided by Drug Screening in Vitro Patient-derived Tumor-like Cell Clusters for HER2 Positive Early Breast Cancer Patients,HER2-positive Early Breast Cancer,PHASE1,monoclonal_antibody
NCT06508710,Early Efficacy of Ketamine Compared With Placebo as Adjunctive Therapy With Venlafaxine in Severely Unipolar Depressed Inpatients,Major Depressive Episode,PHASE3,small_molecule
NCT07070024,Efficacy of Microneedling With Vitamin C in Performing Gingival Depigmentation Compared With Conventional Scalpel and Diode Laser: A Randomized Controlled Trial,Gingival Pigmentation,PHASE1,small_molecule
NCT05874505,"""Multicenter, Randomized, Prospective Trial Comparing the Efficacy and Safety of Adalimumab to That of Tocilizumab in Severe Uveitis of Behçet's Disease"" (UVB) : Treatment of UVeitis in Behçet's Diseases With Biologics",Behcet's Uveitis,PHASE2,monoclonal_antibody
NCT07348172,Characterizing Drug Liking During Drug Administration in Peri-procedural Clinical Settings,Drug Liking,EARLY_PHASE1,small_molecule
NCT07253688,Adjunctive Rifampin for the Treatment of Prosthetic Valve Endocarditis Due to S. Aureus (RIFA-SNAP),Staphylococcus Aureus Endocarditis | Prosthetic Valve Endocarditis,PHASE3,small_molecule
NCT06520982,Early Neurovascular Adaptations in Aging Women,Women | Sympathetic Nervous System | Aging | Blood Flow,EARLY_PHASE1,small_molecule
NCT06997796,Sprayed-In Medicated Powder for Less-Invasive Epistaxis Treatment Using Tranexamic Acid: The Bloody SIMPLE Treatment Pilot Study,Epistaxis Nosebleed,PHASE1,small_molecule
NCT07057973,The Effectiveness of Preoperative Iron Therapy in Improving Anemia After Multi-level Lumbar Fusion in the Elderly,Ferric Carboxymaltose,NA,small_molecule
